Reviewer,Country,Title,Review Text,Date,Rating,Link
Michael,GB,Like sprite light best,,"May 22, 2021",4,https://www.trustpilot.com/users/56d16df30000ff000a09e685
Zaheer Ahmed,GB,Worse drink iv had in years no fizz and…,Worse drink iv had in years no fizz and a load of sugar like drinking syrup,"May 20, 2021",1,https://www.trustpilot.com/users/60a6c54f0d2909001a3d0022
Sonjoy Das,GB,Coca cola is the name we brought up…,"Coca cola is the name we brought up with the name.this brand is one of my main part in my life. No only me also my parents, my friends, my work mate, local pub every where the name is and gain it day by day, month by month, year by year. I can't stop writing about this brand. Eventually I gonna say coca cola was, it's now and it will be. All the wishes for coca cola..","May 20, 2021",5,https://www.trustpilot.com/users/60a63844dc1732001be5935a
Sam Tuber,FR,Still sponsoring corrupt Premier…,"Still sponsoring corrupt Premier League, do not seem to care about the damage they are contributing to","May 18, 2021",1,https://www.trustpilot.com/users/5fb2a210b97938001a17cb10
Domonic Lyons,GB,Sponsors of a corrupt organisation that…,Sponsors of a corrupt organisation that has falsely dragged fans through the dirt and treated us with contempt at the handling of the takeover of Newcastle United. I will never advocate anyone to have any form of business with this company as a result,"May 18, 2021",1,https://www.trustpilot.com/users/5b6375d04de5666d34c4a33d
Sam Riley,GB,Bad customer service,Order Number: 291782614Status:DispatchedTotal Cost:£47.80Order Date:11/05/21 only 2 x 12 arrived they need to investigate even though I supplied proof from the carrier they couldn't deliver my goods yet no one seems interested,"May 18, 2021",1,https://www.trustpilot.com/users/5617f91d0000ff0001e1d940
Sarah Nur,GB,Drink coke.. kill Palestinians.,"Makes you feel sick and terrible after you drink it knowing you just helped kill / evict / oppress Palestinian children, women and men so Coke Zionist Jew Owners can have a state.","Updated May 17, 2021",1,https://www.trustpilot.com/users/5cc9f545e6d76b669991f0bd
Mrs Mehzabin Suleman Motala,GB,The review is for the company…,The review is for the company supporting the Zionist state of Israel and the way they fund them for killing innocent Palestinians.I’d rather go elsewhere than this shitt hole.Shame to this crap company.,"May 17, 2021",1,https://www.trustpilot.com/users/5abdf9064de5666d34d36bb7
Mr  Ali,GB,Supports bad health and apartheid in…,Supports bad health and apartheid in Palestine. Shame on you!,"May 17, 2021",1,https://www.trustpilot.com/users/5991a9150000ff000abba528
John H,US,Coke drinker for 50 years,Coke drinker for 50 years. Kiss my “woke” ass.  I’ll never drink your product again.You are a shameful splotche in our American history,"May 17, 2021",1,https://www.trustpilot.com/users/60a1e2b6f9af37001ab0ee36
Patrick,GB,Great taste and value for your money,,"May 16, 2021",5,https://www.trustpilot.com/users/520bd16d000064000147edb8
Elizabeth Pineda,US,I pray God I see the day you go…,I pray God I see the day you go bankrupt. I will never drink a coca cola product till the day I die because I'm to white.,"May 14, 2021",1,https://www.trustpilot.com/users/609ef281a93018001a613dd9
Nathan Reigle,US,Coke political position just lost them…,"Coke political position just lost them another customer. Not that they care and think they are doing the right thing. Time will tell, ie revenue if the greats minds were on track or misguided fools. See ya won't be back","May 10, 2021",1,https://www.trustpilot.com/users/6099bd13910779001a94bf94
Justin Horn,US,Use to support coca cola..,"Use to support coca cola... now that we need to be less white!!!!!!, coca cola should be outta business. Where do they get off trying to tell people that!?!?! I will never buy a coke product again.","May 9, 2021",1,https://www.trustpilot.com/users/609840e93beaf40019c4c6ba
Jay,,,,5 days ago,,https://www.trustpilot.com/users/664a4863f9916eaccee9f40d
Dave,,,,4 days ago,,https://www.trustpilot.com/users/67ee290674626a453f55ec7c
Keneth Leonard,,,,"Mar 30, 2025",,https://www.trustpilot.com/users/67e94ec989ee1484f94e9663
Shae Brown,,,,"Mar 6, 2025",,https://www.trustpilot.com/users/67c914d9a30fd86f932d0285
Jeremy DeShazo,US,To racist and woke,To racist and woke. Will never purchase any of their products again.,"May 7, 2021",1,https://www.trustpilot.com/users/60957ea6944ea0001a1a1f27
Helen Adams,UA,I can understand why there is a big…,"I can understand why there is a big amount of negative comments. But I like Coca-Cola, reminds me of good summer days with friends.","May 7, 2021",4,https://www.trustpilot.com/users/609520c0a8fc63001b6fefcb
Simon Petersen,DK,the new zero is awfull,"the new zero is awfull, stay away from this company","May 6, 2021",1,https://www.trustpilot.com/users/528b78c5000064000155cb6d
Greg,AU,Racist bigoted company,Racist company that thinks white people should be ashamed of their culture.,"May 5, 2021",1,https://www.trustpilot.com/users/609325f33717ff001c8e8da2
TexasStrong,US,Stick your woke communist policies,Stick your woke communist policies up your azz. You’ve lost a customer forever scumbags.,"May 5, 2021",1,https://www.trustpilot.com/users/6092b0d1b55bba00196ad190
David miller,US,They suck bad attitudes from top to…,They suck bad attitudes from top to bottom pushing there rules on truckers stop buying there products,"May 5, 2021",1,https://www.trustpilot.com/users/6092abee783dd2001b6cd064
Trevor White,GB,Poor Service,Contacted Coca Cola UK about empty can in our multi-pack.  Sent it to them with the multipack wrapper.  Asked for feedback about the empty can.  Received £1 voucher for our trouble.  No feedback and the voucher was an insult.,"May 5, 2021",1,https://www.trustpilot.com/users/54b7eb160000ff0001a459a0
N Bug,US,Makes you sick to your stomach,"Used to be a good product, but exec team made it completely un-consumable.Sad end for what used to be a great American company.","Apr 28, 2021",1,https://www.trustpilot.com/users/5fe4f4f89cfabb001b526b6b
Jessica,US,This is a horrible company,This is a horrible company! Do not buy their products! You know this stuff is bad for you anyway!!,"Apr 26, 2021",1,https://www.trustpilot.com/users/608703898ab228001a73f2a1
Andre,US,Horrible!!!!!,Horrible!!!!!! They are rude and disrespectful to their customers and drivers. They over work their drivers and show favoritism. High turnover rate I would definitely NOT recommend Coke for employment. The salary they tell you in the interview is not what they actually pay. They seal money from your check as well.,"Apr 23, 2021",1,https://www.trustpilot.com/users/60833e37740e8c0013029781
Tam,US,You’ve lost a lifelong customer,"You’ve lost a lifelong customer! Showed your true corporate, political stance!","Apr 23, 2021",1,https://www.trustpilot.com/users/608329270ebb290014d11092
Dora Feher,GB,I’m going to be less white and more…,I’m going to be less white and more healthy *kiss kiss*,"Apr 22, 2021",1,https://www.trustpilot.com/users/5c07b799c89b5002a54b8b93
Carl P. Covert Jr.,US,will not buy another coke cola product…,"will not buy another coke cola product ever, you are a business not in business of being political correct,  hope your stockholders happy with for decision","Apr 22, 2021",5,https://www.trustpilot.com/users/6081dc4fa12ba3001340a2e9
ME Miranda,US,Never ever purchasing another one of…,Never ever purchasing another one of your products!,"Apr 22, 2021",1,https://www.trustpilot.com/users/6081d9e3eb22f3001373b199
JC,US,Go woke go broke,"NEVER drinking Coke products again. EVER. Neither will anyone in my family, at any party, ever again. Anti American!","Apr 22, 2021",1,https://www.trustpilot.com/users/608091bb06c90b001958b787
kellie,US,Pepsi drinker now. you got out of the soft drink business. so i found a new and better soft drink company. PEPSI,"I no longer drink coke, it taste like politics. I am a Pepsi gal from now on,, it taste like a soft drink, just like its suppose to.","Apr 21, 2021",1,https://www.trustpilot.com/users/607f7b7fd3ebb9001a1d7070
Gary Easmunt,US,Took away our representative…,"Took away our representative (supposedly they do not provide this service anymore - reps only used for Marketing). Then, with no warning ""coded"" our company so that we lost 14 products that we were purchasing and they will now no longer deliver.  Gave me some ""bull"" about an algorithm determined what sells in my company.  WAS a customer for over 25 years. Spoke to many - they just pass the buck!  Got a Case #01470713 (so what)!","Apr 20, 2021",1,https://www.trustpilot.com/users/607f1262e1fc4000198bc18a
Phyliss Phillips,US,Sorry u decided to mix your products…,Sorry u decided to mix your products with your stupid political views. From a woke WHITE FEMALE drink this view....your products will never be purchased again. Actually am enjoying my Pepsi...,"Apr 19, 2021",1,https://www.trustpilot.com/users/607da276d3ebb9001a1c6ab3
Harold,US,I First want to say me and family have…,I First want to say me and family have always drank Coke and Diet Coke . We finished what was in the fridge and bought all Pepsi products I’m not going to lie we don’t like it as much but like my wife said we’ll get used to it. Thanks so much for your big mouth and political interest we will take our business elsewhere.,"Apr 18, 2021",1,https://www.trustpilot.com/users/607c4f420555a8001ac4c22a
kristi parker,US,After 43 years of holding stock shares…,"After 43 years of holding stock shares within your company I am so happy to withdraw them all and sell them. My advise asA business owner: Make soda pop and stop thinking anyone cares about your political prospective. CHOKE ON YOUR COKE AND GET WOKE.Signed, A WHITE FEMALE DR. PEPPER DRINKER.","Apr 16, 2021",1,https://www.trustpilot.com/users/6079dbb3e21a2c001b4110f0
Jay,,,,5 days ago,,https://www.trustpilot.com/users/664a4863f9916eaccee9f40d
Dave,,,,4 days ago,,https://www.trustpilot.com/users/67ee290674626a453f55ec7c
Keneth Leonard,,,,"Mar 30, 2025",,https://www.trustpilot.com/users/67e94ec989ee1484f94e9663
Shae Brown,,,,"Mar 6, 2025",,https://www.trustpilot.com/users/67c914d9a30fd86f932d0285
Carolinatarheel,US,Coke put politics above its customers,Coke put politics above its customers!Buy Pepsi!America First!,"Apr 16, 2021",1,https://www.trustpilot.com/users/6079c447d2d70300197b2707
Aunt StacerZ,US,GOODBYE COCA COLA!!!,GOODBYE COCA COLA!!!! YOU SHOULD HAVE KEPT YOUR MOUTH SHUT. I AM SURE YOUR BOTTOM LINE WILL NOT SUFFER RIGHT? PEPSI IS MY SODA NOW.NEVER COKE PRODUCTS,"Apr 16, 2021",1,https://www.trustpilot.com/users/6079a94203c50c0019626160
Stacey Griffith,US,Very Disappointed Customer- I have been…,"Very Disappointed Customer- I have been drinking 1-case (12 bottles) per week of Monster Hydro Tropical Thunder since they first came out at $2.79 each.... so now, instead of 25.4 oz of product, you get pretty new packaging and 20 oz of product for the same price.... POOR MARKETING on your part and I’ll be finding another beverage....","Apr 15, 2021",1,https://www.trustpilot.com/users/6078ad765367cf001a918a6e
Terry,US,Involved in politics,Involved in politics - No more coca cola products for me.,"Apr 15, 2021",1,https://www.trustpilot.com/users/602af4d496e4670019b0e488
KingpinKriss,FI,"Delicious, but detrimental","While a bottle of Coca-Cola tastes delicious on a hot summer day, the ammount of sugar it has is very detrimental to your body. Don't abuse it.","Apr 14, 2021",3,https://www.trustpilot.com/users/6076d6f64cc0da001a4d3314
William Signor,US,Now that Coke has become political I’ve…,Now that Coke has become political I’ve lost my taste for it.  In fact i just threw out two bottles and a six pack.   Keep up the good work pissing off Americans!,"Apr 12, 2021",1,https://www.trustpilot.com/users/5c6206a05840d69962c6c84c
Ed S,US,Sell Cokes not opinions,"Today I went to the grocery store to buy a beverage.  When I got to the aisle, I went straight to the Coke products like I have for years.  I have never had a taste for Pepsi.  I reached out to make my selection and then I remembered Coca Cola doesn't just sell refreshing beverages to consumers.  They have entered into politics now and think they know better than the people who buy their products on what our politics should be.  Stay in your swim lane.I want to personally thank Coca Cola for helping me decide that I will no longer give you any of my hard earned money.  You should stick to selling a product and keep your opinions to yourself.","Updated Apr 11, 2021",2,https://www.trustpilot.com/users/6057f17ddc68ce0019498aaf
customerScott porraro,US,coke is awful  and leaves a bad  taste,coke is awful  and leaves a bad  taste.  lousy,"Apr 10, 2021",1,https://www.trustpilot.com/users/5ca15e6aa24eecd473a32347
Donna Paules,US,I will no longer buy Coca Cola products…,"I will no longer buy Coca Cola products ever again. Don't care if you recant your ridiculous insertion into Government Affairs, but you are dead wrong. Americans will support businesses (over all shapes, sizes and colors) based on product, value and service NOT YOUR STUPID WOKE VIEWS! Couldn't put this any better.  STAY OUT OF POLITICS!  That is not your purpose -","Apr 9, 2021",1,https://www.trustpilot.com/users/607094f337c70e0019592cf2
